65.52428436	83.1875	14.625	186.8323212	752.3021851	2.938144922	7.470684528	0.959807038	100.024147	1125.724121	1125.474365	88.0234375	1145.953369	1118.140991	1076.932739	1172.844971	1158.346924	1032.980347	1118.677979	1281.134033	1131.169189	1127.545532	1159.213989	1184.277222	1069.982544	1122.215942	1149.021973	1099.951538	1045.169678	1103.589722	1186.307983	1069.69458	1144.145386
65.72952271	83.11630249	14.625	187.1751556	752.5625	3.009082556	7.563230991	0.961155415	100.012619	1125.271851	1125.103882	88.0234375	1145.833252	1117.23999	1078.216553	1172.59668	1158.75	1034.208984	1119.671875	1280.630493	1131.982666	1127.176636	1160.942261	1186.1875	1069.55127	1126.838501	1137.113281	1099.69751	1047.05957	1104.939453	1185.9375	1067.8125	1145.734131
66.12355042	82.375	14.625	187.1837616	749.9057617	3.021514177	7.539964676	0.957199931	99.99604034	1124.3125	1124.181152	88.0234375	1144.173096	1114.103638	1072.200928	1173.967529	1157.751221	1032.943481	1118.510498	1280	1129.859619	1128.200317	1157.321777	1184.556763	1068.064697	1128.110962	1137.794556	1096.544189	1047.466431	1107.398438	1184.153076	1062.064697	1146.068481
66.41253662	81.3125	14.625	187.2335663	749.25	3.067472458	7.64346838	0.960533917	99.994133	1123.666626	1123.989624	88.0234375	1143.815674	1112.35498	1069.362305	1174.698975	1157.512085	1033.497803	1118.33667	1279.641602	1128.321167	1127.4375	1162.672119	1184.5	1064.850464	1127.963623	1139.302856	1095.806396	1048.280396	1110.130249	1181.763428	1060.066528	1146.5625
66.12547302	81.64291382	14.625	187.0771332	750.1785278	2.944200993	7.629467487	0.95950979	99.99079132	1124.411865	1124.679321	88.0234375	1145.521484	1114.882446	1072.720581	1173.674561	1158.807495	1035.022827	1119.063843	1280.019653	1129.873047	1127.052734	1161.790527	1185.5	1067.092529	1127.521973	1137.98645	1096.883545	1047.3125	1106.609375	1184.919312	1063.953491	1148.135986
65.9029007	83.15450287	14.625	187.1771393	750.9706421	2.893374443	7.595582962	0.960083961	99.95611572	1124.941772	1125.292847	88.0234375	1146.227417	1116.526001	1074.563354	1173.871704	1157.699951	1035.405029	1119.386963	1280.352539	1129.99939	1127.45105	1160.439331	1185.517212	1068.314819	1127.421387	1137.716919	1097.668579	1048.599731	1099.711182	1185.5	1066.817505	1148.577148
65.93682861	82.625	14.625	187.3013916	750.5128174	2.907451868	7.545672894	0.962700307	100.026947	1124.875	1124.078247	88.0234375	1144.817017	1114.80542	1074.330444	1169.69104	1156.5625	1033.848267	1120.253174	1279.407349	1129.9375	1126.374146	1161.834595	1185.30542	1067.85498	1127.425903	1136.960693	1096.649902	1048.216675	1108.412842	1184.876953	1063.709351	1146.732056
66.15659332	82.125	14.625	187.285141	750	2.919960737	7.619858265	0.965626061	99.98966217	1124.483154	1124.727905	88.0234375	1144.643188	1115.426636	1072.334106	1177.074951	1158.135498	1032.437134	1118.65564	1279.726318	1129.818604	1127.625	1161.140259	1185.25	1068.0625	1125.863281	1136.375	1097.3125	1047.47522	1105.658081	1184.834961	1065.29126	1145.408569
66.01773834	83.74812317	14.625	186.62323	752.3563843	2.921405077	7.493467808	0.965645492	100.0027847	1125.622803	1125.848022	88.0234375	1144.139648	1118.780518	1077.25061	1171.5	1157.3125	1035.433716	1119.664917	1281.172852	1131.301025	1127.406616	1161.030884	1186.296753	1070.809204	1126.10498	1138.015259	1101.297852	1047.0625	1104.910889	1186.4375	1069.560059	1144.821899
65.96105957	82.375	14.625	186.7891693	751.0454102	2.953125	7.574622154	0.962713599	99.96839142	1125.190796	1125.230103	87.98165131	1146.3125	1115.483154	1077.361816	1172.746582	1158.57373	1036.289185	1121	1282.419922	1131.314819	1127.875	1161.620239	1186.332397	1069.649902	1127.4375	1138.790161	1097.918579	1047.713379	1098.381104	1185.594116	1066.930054	1146.930786
